# TRAPPIST-1 EXOPLANET DATA
# Generated for Transit Detective Mission
# Contains simulated data for TRAPPIST-1b and TRAPPIST-1c
# Real periods: 1.51 days (b) and 2.42 days (c)
#
# Columns:
# time_days - Observation time in days
# flux - Normalized brightness (1.0 = normal star brightness)
#
# Mission: Find the two hidden planets!
#
0.000000,1.000149
0.001000,0.999959
0.002000,1.000194
0.003000,1.000457
0.004000,0.999930
0.005000,0.999930
0.006000,1.000474
0.007000,1.000230
0.008000,0.999859
0.009000,1.000163
0.010001,0.999861
0.011001,0.999860
0.012001,1.000073
0.013001,0.999426
0.014001,0.999483
0.015001,0.999831
0.016001,0.999696
0.017001,1.000094
0.018001,0.999728
0.019001,0.999576
0.020001,1.000440
0.021001,0.999932
0.022001,1.000020
0.023001,0.999573
0.024001,0.999837
0.025001,1.000033
0.026001,0.999655
0.027001,1.000113
0.028001,0.999820
0.029001,0.999912
0.030002,0.999819
0.031002,1.000556
0.032002,0.999996
0.033002,0.999683
0.034002,1.000247
0.035002,0.999634
0.036002,1.000063
0.037002,0.999412
0.038002,0.999602
0.039002,1.000059
0.040002,1.000222
0.041002,1.000051
0.042002,0.999965
0.043002,0.999910
0.044002,0.999556
0.045002,0.999784
0.046002,0.999862
0.047002,1.000317
0.048002,1.000103
0.049002,0.999471
0.050003,1.000097
0.051003,0.999884
0.052003,0.999797
0.053003,1.000184
0.054003,1.000309
0.055003,1.000279
0.056003,0.999748
0.057003,0.999907
0.058003,1.000099
0.059003,1.000293
0.060003,0.999856
0.061003,0.999944
0.062003,0.999668
0.063003,0.999641
0.064003,1.000244
0.065003,1.000407
0.066003,0.999978
0.067003,1.000301
0.068003,1.000108
0.069003,0.999806
0.070004,1.000108
0.071004,1.000461
0.072004,0.999989
0.073004,1.000469
0.074004,0.999214
0.075004,1.000247
0.076004,1.000026
0.077004,0.999910
0.078004,1.000028
0.079004,0.999404
0.080004,0.999934
0.081004,1.000107
0.082004,1.000443
0.083004,0.999845
0.084004,0.999757
0.085004,0.999849
0.086004,1.000275
0.087004,1.000099
0.088004,0.999841
0.089004,1.000154
0.090005,1.000029
0.091005,1.000291
0.092005,0.999789
0.093005,0.999902
0.094005,0.999882
0.095005,0.999561
0.096005,1.000089
0.097005,1.000078
0.098005,1.000002
0.099005,0.999930
0.100005,0.999575
0.101005,0.999874
0.102005,0.999897
0.103005,0.999759
0.104005,0.999952
0.105005,1.000121
0.106005,1.000566
0.107005,1.000052
0.108005,1.000077
0.109005,0.999978
0.110006,0.999424
0.111006,0.999992
0.112006,1.000018
0.113006,1.000739
0.114006,0.999942
